/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/bin/java -Didea.launcher.port=7537 "-Didea.launcher.bin.path=/Applications/IntelliJ IDEA 12 CE.app/bin" -Dfile.encoding=UTF-8 -classpath "/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/deploy.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/dt.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/javaws.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/jce.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/jconsole.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/management-agent.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/plugin.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/sa-jdi.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Classes/charsets.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Classes/classes.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Classes/jsse.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Classes/ui.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/ext/apple_provider.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/ext/dnsns.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/ext/localedata.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/ext/sunjce_provider.jar:/System/Library/Java/JavaVirtualMachines/1.6.0.jdk/Contents/Home/lib/ext/sunpkcs11.jar:/Users/toriscope/GATECH/CS4641/ML3/out/production/ML3:/Applications/IntelliJ IDEA 12 CE.app/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain efruchter.project3.IrisRandomProject
Before RA
Description:
null
5.100000, 3.500000, 1.400000, 0.200000
4.900000, 3.000000, 1.400000, 0.200000
4.700000, 3.200000, 1.300000, 0.200000
4.600000, 3.100000, 1.500000, 0.200000
5.000000, 3.600000, 1.400000, 0.200000
5.400000, 3.900000, 1.700000, 0.400000
4.600000, 3.400000, 1.400000, 0.300000
5.000000, 3.400000, 1.500000, 0.200000
4.400000, 2.900000, 1.400000, 0.200000
4.900000, 3.100000, 1.500000, 0.100000
5.400000, 3.700000, 1.500000, 0.200000
4.800000, 3.400000, 1.600000, 0.200000
4.800000, 3.000000, 1.400000, 0.100000
4.300000, 3.000000, 1.100000, 0.100000
5.800000, 4.000000, 1.200000, 0.200000
5.700000, 4.400000, 1.500000, 0.400000
5.400000, 3.900000, 1.300000, 0.400000
5.100000, 3.500000, 1.400000, 0.300000
5.700000, 3.800000, 1.700000, 0.300000
5.100000, 3.800000, 1.500000, 0.300000
5.400000, 3.400000, 1.700000, 0.200000
5.100000, 3.700000, 1.500000, 0.400000
4.600000, 3.600000, 1.000000, 0.200000
5.100000, 3.300000, 1.700000, 0.500000
4.800000, 3.400000, 1.900000, 0.200000
5.000000, 3.000000, 1.600000, 0.200000
5.000000, 3.400000, 1.600000, 0.400000
5.200000, 3.500000, 1.500000, 0.200000
5.200000, 3.400000, 1.400000, 0.200000
4.700000, 3.200000, 1.600000, 0.200000
4.800000, 3.100000, 1.600000, 0.200000
5.400000, 3.400000, 1.500000, 0.400000
5.200000, 4.100000, 1.500000, 0.100000
5.500000, 4.200000, 1.400000, 0.200000
4.900000, 3.100000, 1.500000, 0.100000
5.000000, 3.200000, 1.200000, 0.200000
5.500000, 3.500000, 1.300000, 0.200000
4.900000, 3.100000, 1.500000, 0.100000
4.400000, 3.000000, 1.300000, 0.200000
5.100000, 3.400000, 1.500000, 0.200000
5.000000, 3.500000, 1.300000, 0.300000
4.500000, 2.300000, 1.300000, 0.300000
4.400000, 3.200000, 1.300000, 0.200000
5.000000, 3.500000, 1.600000, 0.600000
5.100000, 3.800000, 1.900000, 0.400000
